dataset,record_id,input_smiles,smiles,MolWt,cLogP,HBD,HBA,QED,SA,HeavyAtomCount,NumRings,NumAromaticRings,TPSA,NumRotatableBonds,BertzCT,BemisMurckoScaffold
ZINC,,O=C1C[NH+](C2CCC(c3ccc(O)cc3)CC2)[C@H]2CCCC[C@H]2N1,O=C1C[NH+](C2CCC(c3ccc(O)cc3)CC2)[C@H]2CCCC[C@H]2N1,329.46400000000017,1.7442999999999997,3,2,0.774131768811739,4.4673248798946705,24,4,1,53.77,2,577.8065743777479,O=C1C[NH+](C2CCC(c3ccccc3)CC2)C2CCCCC2N1
ZINC,,Cc1cc(C)c(C(=O)N[C@@H]2CCN(c3ccccc3)C2=O)c(C)c1,Cc1cc(C)c(C(=O)N[C@@H]2CCN(c3ccccc3)C2=O)c(C)c1,322.4080000000001,3.147160000000002,1,2,0.9435478341347641,2.5192545890310747,24,3,2,49.410000000000004,3,760.4758999184178,O=C(NC1CCN(c2ccccc2)C1=O)c1ccccc1
ZINC,,C[C@@H](Sc1nc(-c2ccccc2)n[nH]1)C(=O)Nc1ccc(F)cc1Cl,C[C@@H](Sc1nc(-c2ccccc2)n[nH]1)C(=O)Nc1ccc(F)cc1Cl,376.84400000000005,4.3835000000000015,2,4,0.647961373005759,2.664082584452448,25,3,3,70.67,5,887.3641772419008,O=C(CSc1nc(-c2ccccc2)n[nH]1)Nc1ccccc1
ZINC,,O=C(NCSc1nc2ccccc2s1)N1CCCc2ccccc21,O=C(NCSc1nc2ccccc2s1)N1CCCc2ccccc21,355.48800000000017,4.508300000000003,1,4,0.5553351883966048,2.429429553719162,24,4,3,45.230000000000004,3,844.3361935598616,O=C(NCSc1nc2ccccc2s1)N1CCCc2ccccc21
ZINC,,Cc1cc(NCc2nc(C)cs2)c2ncccc2c1,Cc1cc(NCc2nc(C)cs2)c2ncccc2c1,269.37300000000005,3.9202400000000024,1,4,0.782787173369826,2.2750500624056347,19,3,3,37.81,3,718.2374735153189,c1cnc2c(NCc3nccs3)cccc2c1
ZINC,,O=C(NCC1(O)CCSCC1)[C@H]1C[C@@H]1c1cccc(F)c1,O=C(NCC1(O)CCSCC1)[C@H]1C[C@@H]1c1cccc(F)c1,309.406,2.3034999999999997,2,3,0.8971221231583637,3.3887968961978565,21,3,1,49.33,4,530.7631908053472,O=C(NCC1CCSCC1)C1CC1c1ccccc1
ZINC,,CCN(Cc1ccccc1)C(=O)c1cc(NC(=O)C2CC2)cnc1N1CC[NH2+]CC1,CCN(Cc1ccccc1)C(=O)c1cc(NC(=O)C2CC2)cnc1N1CC[NH2+]CC1,408.5260000000003,1.4758000000000004,2,4,0.7270728317036885,3.0283963940977614,30,4,2,82.15,7,891.7214056525278,O=C(NCc1ccccc1)c1cc(NC(=O)C2CC2)cnc1N1CC[NH2+]CC1
ZINC,,O=C(/C=C/c1nc2ccccc2s1)Nc1ccccc1S(=O)(=O)C(F)F,O=C(/C=C/c1nc2ccccc2s1)Nc1ccccc1S(=O)(=O)C(F)F,394.4240000000001,3.9445000000000014,1,5,0.6651901565646414,2.4417066232887397,26,3,3,76.13,5,1059.0908727092233,O=C(C=Cc1nc2ccccc2s1)Nc1ccccc1
ZINC,,O=C(C1=NN(c2ccccc2)C(=O)CC1)N1C[C@@H]2[C@H](C1)C[NH+]1CCCC[C@H]21,O=C(C1=NN(c2ccccc2)C(=O)CC1)N1C[C@@H]2C[NH+]3CCCC[C@@H]3[C@@H]2C1,367.4730000000002,0.695000000000001,1,3,0.8364502951911185,4.630898061317883,27,5,1,57.42,2,777.6461031237404,O=C(C1=NN(c2ccccc2)C(=O)CC1)N1CC2C[NH+]3CCCCC3C2C1
ZINC,,CCc1nsc(NCCS(=O)(=O)CC)n1,CCc1nsc(NCCS(=O)(=O)CC)n1,249.36099999999996,0.9470999999999998,1,6,0.8123012122096805,2.7793522557645165,15,1,1,71.95,6,399.77421024503656,c1ncsn1
ZINC,,CCSc1ccc(CC(=O)Nc2sc3c(c2C(N)=O)CCCCC3)cc1,CCSc1ccc(CC(=O)Nc2sc3c(c2C(N)=O)CCCCC3)cc1,388.5580000000003,4.409100000000003,2,4,0.568641331711427,2.270070653704824,26,3,2,72.19,6,796.8876703042104,O=C(Cc1ccccc1)Nc1cc2c(s1)CCCCC2
ZINC,,CC(=O)Nc1cccc(NC(=O)[C@H]2CC(=O)N(C)[C@H]2c2ccccc2)c1,CC(=O)Nc1cccc(NC(=O)[C@H]2CC(=O)N(C)[C@H]2c2ccccc2)c1,351.406,2.8031000000000015,2,3,0.8889777187696688,2.7850277283484193,26,3,2,78.51,4,835.204867659146,O=C1CC(C(=O)Nc2ccccc2)C(c2ccccc2)N1
ZINC,,CS[C@@H]1CCC[C@H]1NC(=O)N1CC=C(c2cccs2)CC1,CS[C@@H]1CCC[C@H]1NC(=O)N1CC=C(c2cccs2)CC1,322.4990000000001,3.8309000000000024,1,3,0.9170332997677586,3.599939884848549,21,3,1,32.34,3,512.3564696466839,O=C(NC1CCCC1)N1CC=C(c2cccs2)CC1
ZINC,,CC[C@@H](CSC)N(C)C(=O)NC1CCN(C(=O)CC(C)C)CC1,CC[C@@H](CSC)N(C)C(=O)NC1CCN(C(=O)CC(C)C)CC1,343.5370000000002,2.8065000000000007,1,3,0.7732168940397275,3.1126701391785527,23,1,0,52.650000000000006,7,382.0347692897385,C1CCNCC1
ZINC,,COc1ccccc1CCNC(=O)c1nn(-c2ccccc2F)c(C)cc1=O,COc1ccccc1CCNC(=O)c1nn(-c2ccccc2F)c(C)cc1=O,381.4070000000001,2.6611200000000004,1,5,0.7125239180142096,2.126270056834036,28,3,3,73.22,6,1062.7566118758004,O=C(NCCc1ccccc1)c1nn(-c2ccccc2)ccc1=O
ZINC,,Cc1ccc([C@H](C)N(C)C(=O)CNC(=O)c2cccc(C)c2)cc1,Cc1ccc([C@H](C)N(C)C(=O)CNC(=O)c2cccc(C)c2)cc1,324.42400000000004,3.2528400000000017,1,2,0.9176127938487503,2.314614196587698,24,2,2,49.410000000000004,5,722.673637038784,O=C(CNC(=O)c1ccccc1)NCc1ccccc1
ZINC,,CC(C)CC1([C@H]([NH3+])c2ccc(Br)s2)CCCC1,CC(C)CC1([C@H]([NH3+])c2ccc(Br)s2)CCCC1,317.31600000000014,4.400100000000003,1,1,0.8523010046827183,3.914444284511143,17,2,1,27.64,4,366.0540439937182,c1csc(CC2CCCC2)c1
ZINC,,N#CC1(NC(=O)c2cc(-c3ccccc3)cc(Cl)c2O)CCOCC1,N#CC1(NC(=O)c2cc(-c3ccccc3)cc(Cl)c2O)CCOCC1,356.8090000000002,3.5151800000000026,2,4,0.881108558903633,2.4996677042156463,25,3,2,82.35000000000001,3,824.5531163676744,O=C(NC1CCOCC1)c1cccc(-c2ccccc2)c1
ZINC,,Cc1cc2ncc([C@H](C)[NH2+]CCSCc3ccccc3F)c(C)n2n1,Cc1cc2ncc([C@H](C)[NH2+]CCSCc3ccccc3F)c(C)n2n1,359.494,3.0430400000000013,1,4,0.6597479504923279,3.7708973190136597,25,3,3,46.8,7,861.7514196400983,c1ccc(CSCC[NH2+]Cc2cnc3ccnn3c2)cc1
ZINC,,CCn1nc([C@@H](C)C(=O)NCCn2c(=O)oc3cccnc32)c2ccccc2c1=O,CCn1nc([C@@H](C)C(=O)NCCn2c(=O)oc3cccnc32)c2ccccc2c1=O,407.43000000000006,1.639199999999999,1,8,0.5200147279463775,3.1155349317118475,30,4,4,112.02000000000001,6,1351.0204632456796,O=C(Cc1n[nH]c(=O)c2ccccc12)NCCn1c(=O)oc2cccnc21
ZINC,,CCCCN(C(=O)Nc1cccnn1)[C@@H]1CCS(=O)(=O)C1,CCCCN(C(=O)Nc1cccnn1)[C@@H]1CCS(=O)(=O)C1,312.3950000000001,1.2977,1,5,0.8843536709545678,3.0555034058234964,21,2,1,92.25999999999999,5,576.3389858007071,O=C(Nc1cccnn1)NC1CCS(=O)(=O)C1
ZINC,,CN1CCO[C@H](C(=O)N2CCC[C@@H]2CC(=O)c2ccccc2)C1,CN1CCO[C@H](C(=O)N2CCC[C@@H]2CC(=O)c2ccccc2)C1,316.40099999999995,1.5809999999999993,0,4,0.791546695843576,3.1028279438444155,23,3,1,49.85,4,560.6449424072242,O=C(CC1CCCN1C(=O)C1CNCCO1)c1ccccc1
ZINC,,COCC[S@](=O)CC(=O)Nc1ccc(Cl)cc1,COCC[S@](=O)CC(=O)Nc1ccc(Cl)cc1,275.757,1.6735999999999998,1,3,0.8592701357389749,2.5944668704358556,17,1,1,55.400000000000006,6,394.2079462524146,c1ccccc1
ZINC,,O=C(CCc1cnccn1)N[C@@H]1CC(=O)N(C2CCCCCC2)C1,O=C(CCc1cnccn1)N[C@@H]1CC(=O)N(C2CCCCCC2)C1,330.43200000000024,1.8490999999999993,1,4,0.8361590730981144,2.862707962821464,24,3,1,75.19,5,555.3970049373844,O=C(CCc1cnccn1)NC1CC(=O)N(C2CCCCCC2)C1
ZINC,,CC(=O)N1N=C2C3CCN(CC3)[C@H]2[C@@H]1c1ccc(Br)cc1,CC(=O)N1N=C2C3CCN(CC3)[C@H]2[C@@H]1c1ccc(Br)cc1,348.24399999999997,2.802500000000001,0,3,0.7825233435453052,4.105946325809697,21,5,1,35.910000000000004,1,604.4530332520983,c1ccc(C2NN=C3C4CCN(CC4)C32)cc1
ZINC,,Cc1ccc(CNC(=O)N[C@H](C)C(=O)N2CCCC[C@@H]2C)c(N(C)C)c1,Cc1ccc(CNC(=O)N[C@H](C)C(=O)N2CCCC[C@@H]2C)c(N(C)C)c1,360.5020000000001,2.6497200000000003,2,3,0.8483930932581496,3.0471655279595735,26,2,1,64.68,5,644.6983939624511,O=C(NCC(=O)N1CCCCC1)NCc1ccccc1
ZINC,,CSCC[C@@H](NC(=O)c1ccccc1Cl)C(=O)Nc1cccc(Br)c1,CSCC[C@@H](NC(=O)c1ccccc1Cl)C(=O)Nc1cccc(Br)c1,441.7780000000001,4.592700000000003,2,3,0.6603786273737241,2.390729252150946,25,2,2,58.2,7,757.3608536376299,O=C(CNC(=O)c1ccccc1)Nc1ccccc1
ZINC,,CC[NH+](CC)CC1CCN(C(=O)c2cc3cc([N+](=O)[O-])ccc3[nH]2)CC1,CC[NH+](CC)CC1CCN(C(=O)c2cc3cc([N+](=O)[O-])ccc3[nH]2)CC1,359.4500000000001,1.853,2,3,0.6098315075233803,3.2718006169662948,26,3,2,83.68,6,789.1781832611995,O=C(c1cc2ccccc2[nH]1)N1CCCCC1
ZINC,,CCO[C@@H]1C[C@H]1C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,CCO[C@@H]1C[C@H]1C(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,329.4000000000001,1.9181,1,4,0.9316958913323158,3.1904548757423257,24,4,2,67.33,4,801.1870432206829,O=C(C1CC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC,,CC(=O)Nc1ccc(S(=O)(=O)N2CCC(N3C(=O)Cc4ccccc43)CC2)cc1,CC(=O)Nc1ccc(S(=O)(=O)N2CCC(N3C(=O)Cc4ccccc43)CC2)cc1,413.4990000000002,2.3874000000000004,1,4,0.8338569247062573,2.216114640095334,29,4,2,86.78999999999999,4,1041.8508192228294,O=C1Cc2ccccc2N1C1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC,,CCc1ccc(-c2nc(C[NH+]3CCC(C(=O)N4CCN(c5cccc[nH+]5)CC4)CC3)c(C)o2)cc1,CCc1ccc(-c2nc(C[NH+]3CCC(C(=O)N4CCN(c5cccc[nH+]5)CC4)CC3)c(C)o2)cc1,475.6370000000002,2.1702200000000005,1,4,0.5934751598977466,3.9224882709341253,35,5,3,68.16000000000001,6,1112.0092248043184,O=C(C1CC[NH+](Cc2coc(-c3ccccc3)n2)CC1)N1CCN(c2cccc[nH+]2)CC1
ZINC,,Cc1ocnc1CNC(=O)N1CCN(C/C=C/c2ccccc2)CC1,Cc1ocnc1CNC(=O)N1CCN(C/C=C/c2ccccc2)CC1,340.4270000000001,2.523620000000001,1,4,0.9084709383989553,2.5666392235317534,25,3,2,61.61000000000001,5,703.2239888584404,O=C(NCc1cocn1)N1CCN(CC=Cc2ccccc2)CC1
ZINC,,O=C(Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)[C@H]1CCCC[C@H]1C(=O)[O-],O=C(Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)[C@H]1CCCC[C@H]1C(=O)[O-],398.2910000000002,3.6117000000000026,1,5,0.8531877216565551,3.2708301163379323,25,3,2,82.12,4,808.9406894512977,O=C(Nc1nc(-c2ccccc2)cs1)C1CCCCC1
ZINC,,CC(C)c1ccc(NC(=O)CNC(=O)c2ccoc2)cc1,CC(C)c1ccc(NC(=O)CNC(=O)c2ccoc2)cc1,286.33099999999996,2.7715000000000014,2,3,0.887447100404797,1.9378167625442941,21,2,2,71.34,5,600.9621433857639,O=C(CNC(=O)c1ccoc1)Nc1ccccc1
ZINC,,CC(C)C[NH+]1CCN(C(=O)Nc2cc(F)c(N3CCCC3)c(F)c2)CC1,CC(C)C[NH+]1CCN(C(=O)Nc2cc(F)c(N3CCCC3)c(F)c2)CC1,367.4640000000002,1.9533999999999996,2,2,0.854080619810206,3.4320556222349996,26,3,1,40.02,4,615.4214456026066,O=C(Nc1ccc(N2CCCC2)cc1)N1CC[NH2+]CC1
ZINC,,Cc1sc2nc(-c3cccs3)nc(N3CCN[C@@H](C(N)=O)C3)c2c1C,Cc1sc2nc(-c3cccs3)nc(N3CCN[C@@H](C(N)=O)C3)c2c1C,373.5070000000002,2.30014,2,7,0.7359040509685514,3.192884751299685,25,4,3,84.14000000000001,3,934.315872091686,c1csc(-c2nc(N3CCNCC3)c3ccsc3n2)c1
ZINC,,C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1Sc2ccccc2NC1=O,C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1Sc2ccccc2NC1=O,362.45400000000006,4.527400000000003,2,3,0.7197390200725968,2.9927321498447323,26,4,3,58.2,3,1001.9774533525301,O=C(CC1Sc2ccccc2NC1=O)Nc1ccc2ccccc2c1
ZINC,,Cc1cc(C)c(C#N)c(SCC#N)n1,Cc1cc(C)c(C#N)c(SCC#N)n1,203.26999999999998,2.1858000000000004,0,4,0.6910825002583656,2.6502413144370767,14,1,1,60.47,2,426.2188557159512,c1ccncc1
ZINC,,COc1ccc(S(=O)(=O)N2CCN(C/C=C/c3ccccc3)CC2)cc1,COc1ccc(S(=O)(=O)N2CCN(C/C=C/c3ccccc3)CC2)cc1,372.49000000000007,2.714900000000001,0,4,0.7823490830414416,1.9516584125405831,26,3,2,49.85000000000001,6,825.1198325252451,O=S(=O)(c1ccccc1)N1CCN(CC=Cc2ccccc2)CC1
ZINC,,CCOC(=O)c1ccccc1NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,CCOC(=O)c1ccccc1NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,452.9160000000003,2.789900000000001,1,6,0.6759848047186154,2.0527168898810473,30,3,2,102.00999999999999,6,1051.0122618948653,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)N2CCOCC2)c1
ZINC,,COc1ccc([N+](=O)[O-])cc1OC(=O)c1cnn(-c2ccccc2F)c1-n1cccc1,COc1ccc([N+](=O)[O-])cc1OC(=O)c1cnn(-c2ccccc2F)c1-n1cccc1,422.37200000000007,3.938100000000002,0,8,0.20190490078545936,2.5064059763296687,31,4,4,101.42000000000002,6,1266.7780600526191,O=C(Oc1ccccc1)c1cnn(-c2ccccc2)c1-n1cccc1
ZINC,,C[C@H](SCC[NH3+])c1ccc(C(=O)[O-])o1,C[C@H](SCC[NH3+])c1ccc(C(=O)[O-])o1,215.274,-0.3208000000000004,1,4,0.7294999683627359,4.722665842846315,14,1,1,80.91,5,310.76064070549506,c1ccoc1
ZINC,,Cc1n[nH]c(C)c1NC(=O)[C@@H](C)OCc1ccccc1,Cc1n[nH]c(C)c1NC(=O)[C@@H](C)OCc1ccccc1,273.33599999999996,2.5703400000000007,2,3,0.8794783901117446,2.519827932244862,20,2,2,67.01,5,558.5594913190649,O=C(COCc1ccccc1)Nc1cn[nH]c1
ZINC,,CS(=O)(=O)N1CCCC[C@@H]1C(=O)NNc1ccc(F)cc1,CS(=O)(=O)N1CCCC[C@@H]1C(=O)NNc1ccc(F)cc1,315.37000000000006,1.0829,2,4,0.8151985405089813,2.600121492412537,21,2,1,78.51,4,603.5924294141006,O=C(NNc1ccccc1)C1CCCCN1
ZINC,,CC(C)CNC(=O)[C@H](C)[NH+]1CCC[C@@H]1[C@@H]1CCCCC1=O,CC(C)CNC(=O)[C@H](C)[NH+]1CCC[C@@H]1[C@@H]1CCCCC1=O,295.447,0.9537000000000011,2,2,0.7934119337850434,4.710920390361617,21,2,0,50.61,5,380.9863976809447,O=C1CCCCC1C1CCC[NH2+]1
ZINC,,CCc1ccc(CC)c(NC(=O)c2cc(C3CC3)[nH]n2)c1,CCc1ccc(CC)c(NC(=O)c2cc(C3CC3)[nH]n2)c1,283.37499999999994,3.664200000000002,2,2,0.8793632573934934,2.311163046768545,21,3,2,57.78,5,655.8048738253178,O=C(Nc1ccccc1)c1cc(C2CC2)[nH]n1
ZINC,,CC(C)[C@@H](CNC(=O)N(C)Cc1ccc(C#N)cc1)N1CC[NH+](C)CC1,CC(C)[C@@H](CNC(=O)N(C)Cc1ccc(C#N)cc1)N1CC[NH+](C)CC1,358.51000000000016,0.5545800000000023,2,3,0.7808325238742515,3.8274517911522503,26,2,1,63.81,6,614.0838659858507,O=C(NCCN1CC[NH2+]CC1)NCc1ccccc1
ZINC,,Cc1cncc(C(=O)O[C@H](C(=O)Nc2ccccc2)c2ccccc2)c1,Cc1cncc(C(=O)O[C@H](C(=O)Nc2ccccc2)c2ccccc2)c1,346.3860000000001,3.926820000000002,1,4,0.7109446295702142,2.3736734834599424,26,3,3,68.28999999999999,5,895.3993482928786,O=C(OC(C(=O)Nc1ccccc1)c1ccccc1)c1cccnc1
ZINC,,CN(CC#Cc1cccc(Cl)c1)C1(C(N)=O)CCCC1,CN(CC#Cc1cccc(Cl)c1)C1(C(N)=O)CCCC1,290.79400000000004,2.4214,1,2,0.869209570451701,2.892779531655174,20,2,1,46.33,3,553.0855668351315,C(#Cc1ccccc1)CNC1CCCC1
ZINC,,C[C@H]([NH2+][C@@H]1CCCN(c2cccnn2)C1)c1ccc2c(c1)OCCCO2,C[C@H]([NH2+][C@@H]1CCCN(c2cccnn2)C1)c1ccc2c(c1)OCCCO2,355.4620000000003,1.9312999999999998,1,5,0.9079236822659771,3.970391786208367,26,4,2,64.09,4,725.0060500558407,c1cnnc(N2CCCC([NH2+]Cc3ccc4c(c3)OCCCO4)C2)c1
ZINC,,CCCC1(C[NH2+]C2CCN(C(=O)c3ccccc3Cl)CC2)CC1,CCCC1(C[NH2+]C2CCN(C(=O)c3ccccc3Cl)CC2)CC1,335.89900000000017,3.088300000000002,1,1,0.8518212764088071,3.1580668735655504,23,3,1,36.92,6,548.0555238275556,O=C(c1ccccc1)N1CCC([NH2+]CC2CC2)CC1
ZINC,,COC(=O)c1sc(NC(=O)C#Cc2ccccc2)nc1C1CC1,COC(=O)c1sc(NC(=O)C#Cc2ccccc2)nc1C1CC1,326.3770000000001,2.797300000000001,1,5,0.6954961092966638,2.6383525540389243,23,3,2,68.28999999999999,3,798.2362396252529,O=C(C#Cc1ccccc1)Nc1nc(C2CC2)cs1
ZINC,,CC[S@@](=O)[C@H]1CCCC[C@@H]1[NH2+]Cc1cc(C)ccc1OC(F)F,CC[S@@](=O)[C@H]1CCCC[C@@H]1[NH2+]Cc1cc(C)ccc1OC(F)F,346.46299999999997,2.7396200000000004,1,2,0.8248893500023202,4.4568793282740895,23,2,1,42.91,7,539.3246941128853,c1ccc(C[NH2+]C2CCCCC2)cc1
ZINC,,CC1=C(C(=O)N2CCOCC2)[C@H](c2ccc(F)cc2)NC(=S)N1c1ccc(Cl)cc1,CC1=C(C(=O)N2CCOCC2)[C@H](c2ccc(F)cc2)NC(=S)N1c1ccc(Cl)cc1,445.9470000000001,4.0477000000000025,1,3,0.7220459568181781,2.837367329901893,30,4,2,44.81,3,988.447167594896,O=C(C1=CN(c2ccccc2)C(=S)NC1c1ccccc1)N1CCOCC1
ZINC,,Cc1nc(-c2cccc(C(=O)NCCNC(=O)C3CC3)c2)n[nH]1,Cc1nc(-c2cccc(C(=O)NCCNC(=O)C3CC3)c2)n[nH]1,313.361,1.0361199999999995,3,4,0.6936523999500556,2.1420914889501663,23,3,2,99.77000000000001,6,720.7656038822115,O=C(NCCNC(=O)C1CC1)c1cccc(-c2nc[nH]n2)c1
ZINC,,Cc1ccc(Oc2nccn3c(=O)n(CC(=O)N4CCN(c5ccccc5F)CC4)nc23)cc1,Cc1ccc(Oc2nccn3c(=O)n(CC(=O)N4CCN(c5ccccc5F)CC4)nc23)cc1,462.48500000000024,2.4796199999999997,0,8,0.45316210477653585,2.479620181904963,34,5,4,84.96999999999998,5,1390.1081147610607,O=C(Cn1nc2c(Oc3ccccc3)nccn2c1=O)N1CCN(c2ccccc2)CC1
ZINC,,C[NH+]1CCC[C@@H]1CNC(=O)[C@@H]1COCC(=O)N1Cc1ccccc1,C[NH+]1CCC[C@@H]1CNC(=O)[C@@H]1COCC(=O)N1Cc1ccccc1,332.424,-0.7926999999999942,2,3,0.7426614719976888,4.28780416322004,24,3,1,63.08,5,578.1315344399419,O=C(NCC1CCC[NH2+]1)C1COCC(=O)N1Cc1ccccc1
ZINC,,Cc1nc(NCCn2nc(C)nc2C)c2ccsc2n1,Cc1nc(NCCn2nc(C)nc2C)c2ccsc2n1,288.38000000000005,2.3201599999999996,1,7,0.797636554287907,2.6835481840554056,20,3,3,68.52000000000001,4,744.4872821734034,c1nc(NCCn2cncn2)c2ccsc2n1
ZINC,,CC[C@H](NC(=O)CCN1C(=O)COc2ccccc21)c1ccc(C)cc1,CC[C@H](NC(=O)CCN1C(=O)COc2ccccc21)c1ccc(C)cc1,352.4340000000001,3.378020000000002,1,3,0.8669887992071347,2.543150855601315,26,3,2,58.64,6,786.0981285921717,O=C(CCN1C(=O)COc2ccccc21)NCc1ccccc1
ZINC,,CCOC(=O)c1sc(N2C(=O)C([O-])=C(C(=O)c3ccc(C)cc3)[C@@H]2c2cccc(Cl)c2)nc1C,CCOC(=O)c1sc(N2C(=O)C([O-])=C(C(=O)c3ccc(C)cc3)[C@@H]2c2cccc(Cl)c2)nc1C,495.9640000000001,4.175240000000003,0,7,0.3755517357612645,3.181316732900476,34,4,3,99.63000000000001,6,1329.328895638691,O=C(C1=CC(=O)N(c2nccs2)C1c1ccccc1)c1ccccc1
ZINC,,CC[C@@H](CSC)N(C)C(=O)Nc1ccn(-c2ccccc2)n1,CC[C@@H](CSC)N(C)C(=O)Nc1ccn(-c2ccccc2)n1,318.446,3.4776000000000016,1,4,0.8869279197817326,3.0251986365428403,22,2,2,50.160000000000004,6,599.2030913692084,c1ccc(-n2cccn2)cc1
ZINC,,Cc1cnc(C)c(-c2ccc(F)c3c2O[C@H](CNC(=O)c2cccc(Cl)c2)C3)n1,Cc1cnc(C)c(-c2ccc(F)c3c2O[C@H](CNC(=O)c2cccc(Cl)c2)C3)n1,411.8640000000001,4.286440000000003,1,4,0.6953205880483873,3.0413649905644116,29,4,3,64.11,4,1103.4106417623468,O=C(NCC1Cc2cccc(-c3cnccn3)c2O1)c1ccccc1
ZINC,,CN(C(=CC=O)N(C)c1ccccc1)c1ccccc1,CN(C(=CC=O)N(C)c1ccccc1)c1ccccc1,266.34400000000005,3.299500000000002,0,3,0.6125667085064572,2.4743546617881993,20,2,2,23.550000000000004,5,530.9537037006619,C=C(Nc1ccccc1)Nc1ccccc1
ZINC,,C[C@H]1CCN(C(=O)c2cnn3cc(Br)cnc23)[C@@H]1C,C[C@@H]1[C@@H](C)CCN1C(=O)c1cnn2cc(Br)cnc12,323.194,2.3623000000000003,0,4,0.8094636711894054,3.419861537142163,19,3,2,50.5,1,638.6049670158268,O=C(c1cnn2cccnc12)N1CCCC1
ZINC,,CN1C[C@@H](C(=O)N2CC[C@H](c3nn(CC[NH+](C)C)c4ncccc34)C2)CC1=O,CN1C[C@@H](C(=O)N2CC[C@H](c3nn(CC[NH+](C)C)c4ncccc34)C2)CC1=O,385.4920000000002,-0.6299999999999955,1,5,0.7437359184320824,4.150665017117735,28,4,2,75.77000000000001,5,891.9482958378023,O=C1CC(C(=O)N2CCC(c3n[nH]c4ncccc34)C2)CN1
ZINC,,Cc1cc(C)cc(CCl)c1,Cc1cc(C)cc(CCl)c1,154.64,3.0422400000000014,0,0,0.5458572461471976,1.845669366675514,10,1,1,0.0,1,207.91991743324436,c1ccccc1
ZINC,,C[NH+](Cc1cc(Br)cs1)C[C@H]1C=C[C@@H]([NH3+])C1,C[NH+](Cc1cc(Br)cs1)C[C@H]1C=C[C@@H]([NH3+])C1,303.26900000000006,0.7119,2,1,0.7682300093913849,5.793102309494742,16,2,1,32.08,4,374.850594592615,C1=CC(C[NH2+]Cc2cccs2)CC1
ZINC,,COc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC(C)C)ccc1O,COc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC(C)C)ccc1O,320.345,1.9803000000000002,3,5,0.7371434485823412,2.7678339108907117,23,2,1,96.89000000000001,4,666.4344831458448,O=C1NC=CC(c2ccccc2)N1
ZINC,,Cc1ccc([N+](=O)[O-])cc1OC(=O)[C@H](c1ccccc1)N1CCCCC1=O,Cc1ccc([N+](=O)[O-])cc1OC(=O)[C@H](c1ccccc1)N1CCCCC1=O,368.38900000000024,3.562420000000002,0,5,0.34830876994397847,2.7820349032027245,27,3,2,89.75,5,865.9307219375536,O=C(Oc1ccccc1)C(c1ccccc1)N1CCCCC1=O
ZINC,,CCC[C@@H](C[NH3+])[C@H](O)c1cc(F)ccc1F,CCC[C@@H](C[NH3+])[C@H](O)c1cc(F)ccc1F,230.278,1.6563999999999999,2,1,0.7936255011391157,3.757332466677525,16,1,1,47.870000000000005,5,343.790687139693,c1ccccc1
ZINC,,CCN(CCC(=O)[O-])C(=O)N1C[C@@H]2CCC[NH+]2C[C@@H]1C,CCN(CCC(=O)[O-])C(=O)N1C[C@@H]2CCC[NH+]2C[C@@H]1C,283.37199999999996,-1.6802999999999952,1,3,0.6699712587025316,5.392769489677706,20,2,0,68.12,4,374.67562917076145,C1CC2CNCC[NH+]2C1
ZINC,,C[C@H](CC(=O)N(C)[C@@H]1[C@@H]2CCO[C@@H]2C1(C)C)NC(=O)C1CCCC1,C[C@H](CC(=O)N(C)[C@@H]1[C@@H]2CCO[C@@H]2C1(C)C)NC(=O)C1CCCC1,336.47600000000017,2.3432999999999993,1,3,0.8382333997056964,3.9907465162874436,24,3,0,58.64,5,498.8403684293867,O=C(CCNC(=O)C1CCCC1)NC1CC2OCCC12
ZINC,,COc1cccc(N2C[C@H](C(=O)NCCS(=O)(=O)N3c4ccccc4C[C@@H]3C)CC2=O)c1,COc1cccc(N2C[C@H](C(=O)NCCS(=O)(=O)N3c4ccccc4C[C@@H]3C)CC2=O)c1,457.55200000000025,1.9452999999999996,1,5,0.6856582993945145,3.1484511720077757,32,4,2,96.02000000000001,7,1133.956714863549,O=C(NCCS(=O)(=O)N1CCc2ccccc21)C1CC(=O)N(c2ccccc2)C1
